20678901234;MSFT;10;305.00;07/01/2024;C;A
20678901234;AMZN;1;3200.00;07/05/2024;C;A
20678901234;NVDA;5;270.00;07/10/2024;C;A
20678901234;JPM;10;140.00;07/15/2024;C;A
20678901234;VZ;20;52.00;07/20/2024;C;A
20678901234;NFLX;5;350.00;07/25/2024;C;A
20678901234;ADBE;5;450.00;08/01/2024;C;A
20678901234;CCLA;10;65.00;08/05/2024;C;A
20678901234;PPSI;5;170.00;08/10/2024;C;A
20678901234;SLGE;50;12.50;08/15/2024;C;A
20678901234;RBLX;10;45.00;08/20/2024;C;A
20678901234;WMT;5;150.00;08/25/2024;C;A
20678901234;BABA;5;100.00;09/01/2024;C;A
20678901234;KO;5;60.00;09/05/2024;C;A
20678901234;DUK;5;90.00;09/10/2024;C;A
20678901234;MMM;5;145.00;09/15/2024;C;A
20678901234;XOM;5;80.00;09/20/2024;C;A
20678901234;GOOGL;5;2500.00;09/25/2024;C;A
20678901234;APPL;5;175.00;10/01/2024;C;A
20678901234;TSLA;1;850.00;10/05/2024;C;A
20678901234;MSFT;5;305.00;10/10/2024;C;A
20678901234;AMZN;1;3200.00;10/15/2024;C;A
20678901234;NVDA;5;270.00;10/20/2024;C;A
27789012345;JPM;5;141.00;10/25/2024;C;A
27789012345;JPM;2;142.00;11/01/2024;V;I
27789012345;VZ;10;52.50;11/05/2024;C;A
27789012345;NFLX;1;351.00;11/10/2024;C;A
27789012345;ADBE;1;451.00;11/15/2024;C;A
20890123456;CCLA;20;66.00;11/20/2024;C;A
20890123456;PPSI;5;171.00;11/25/2024;C;A
20890123456;SLGE;100;12.60;12/01/2024;C;A
20890123456;RBLX;50;46.00;12/05/2024;C;A
20890123456;WMT;5;151.00;12/10/2024;C;A
20890123456;BABA;5;101.00;12/15/2024;C;A
20890123456;KO;5;61.00;12/20/2024;C;A
20890123456;DUK;5;91.00;12/25/2024;C;A
20890123456;MMM;5;146.00;01/01/2025;C;A
20890123456;XOM;5;81.00;01/05/2025;C;A
27901234567;GOOGL;10;2510.00;01/10/2025;C;A
27901234567;APPL;10;176.00;01/15/2025;C;A
27901234567;TSLA;2;860.00;01/20/2025;C;A
27901234567;MSFT;10;306.00;01/25/2025;C;A
27901234567;AMZN;1;3210.00;02/01/2025;C;A
27901234567;NVDA;10;271.00;02/05/2025;C;A
27901234567;JPM;10;141.00;02/10/2025;C;A
27901234567;VZ;20;52.50;02/15/2025;C;A
27901234567;NFLX;5;351.00;02/20/2025;C;A
27901234567;ADBE;5;451.00;02/25/2025;C;A
27901234567;CCLA;10;66.00;03/01/2025;C;A
27901234567;PPSI;5;171.00;03/05/2025;C;A
27901234567;SLGE;50;12.60;03/10/2025;C;A
27901234567;RBLX;10;46.00;03/15/2025;C;A
27901234567;WMT;5;151.00;03/20/2025;C;A
20012345678;BABA;1;101.00;03/25/2025;C;A
20012345678;KO;1;61.00;04/01/2025;C;A
20012345678;DUK;1;91.00;04/05/2025;C;A
20012345678;MMM;1;146.00;04/10/2025;C;A
20012345678;XOM;1;81.00;04/15/2025;C;A
27112345678;GOOGL;5;2515.00;04/20/2025;C;A
27112345678;APPL;5;176.50;04/25/2025;C;A
27112345678;TSLA;1;865.00;05/01/2025;C;A
27112345678;MSFT;5;306.50;05/05/2025;C;A
27112345678;AMZN;1;3215.00;05/10/2025;C;A
27112345678;NVDA;5;271.50;05/15/2025;C;A
27112345678;JPM;5;141.50;05/20/2025;C;A
27112345678;VZ;10;52.70;05/25/2025;C;A
27112345678;NFLX;5;351.50;06/01/2025;C;A
27112345678;ADBE;5;451.50;06/05/2025;C;A
20223456789;CCLA;10;66.50;06/10/2025;C;A
20223456789;PPSI;5;171.50;06/15/2025;C;A
20223456789;SLGE;50;12.70;06/20/2025;C;A
20223456789;RBLX;10;46.50;06/25/2025;C;A
20223456789;WMT;5;151.50;07/01/2025;C;A
20223456789;BABA;5;101.50;07/05/2025;C;A
20223456789;KO;5;61.50;07/10/2025;C;A
20223456789;DUK;5;91.50;07/15/2025;C;A
20223456789;MMM;5;146.50;07/20/2025;C;A
20223456789;XOM;5;81.50;07/25/2025;C;A
27334567890;GOOGL;1;2520.00;08/01/2025;C;A
27334567890;APPL;5;177.00;08/05/2025;C;A
27334567890;TSLA;1;870.00;08/10/2025;C;A
27334567890;MSFT;2;307.00;08/15/2025;C;A
27334567890;AMZN;1;3220.00;08/20/2025;C;A
20445678901;NVDA;15;272.00;08/25/2025;C;A
20445678901;JPM;50;142.00;09/01/2025;C;A
20445678901;VZ;100;53.00;09/05/2025;C;A
20445678901;NFLX;10;352.00;09/10/2025;C;A
20445678901;ADBE;10;452.00;09/15/2025;C;A
20445678901;CCLA;20;67.00;09/20/2025;C;A
20445678901;PPSI;10;172.00;09/25/2025;C;A
20445678901;SLGE;200;12.80;10/01/2025;C;A
20445678901;RBLX;20;47.00;10/05/2025;C;A
20445678901;WMT;10;152.00;10/10/2025;C;A
20445678901;BABA;5;102.00;10/15/2025;C;A
20445678901;KO;5;62.00;10/20/2025;C;A
20445678901;DUK;5;92.00;10/25/2025;C;A
20445678901;MMM;5;147.00;11/01/2025;C;A
20445678901;XOM;5;82.00;11/05/2025;C;A
20445678901;GOOGL;5;2525.00;11/10/2025;C;A
20445678901;APPL;10;177.50;11/15/2025;C;A
20445678901;TSLA;2;875.00;11/20/2025;C;A
20445678901;MSFT;5;307.50;11/25/2025;C;A
20445678901;AMZN;1;3225.00;12/01/2025;C;A
20445678901;NVDA;5;272.50;12/05/2025;C;A
20445678901;JPM;10;142.50;12/10/2025;C;A
20445678901;VZ;20;53.50;12/15/2025;C;A
20445678901;NFLX;5;352.50;12/20/2025;C;A
20445678901;ADBE;5;452.50;12/25/2025;C;A
20445678901;CCLA;10;67.50;01/01/2026;C;A
20445678901;PPSI;5;172.50;01/05/2026;C;A
20445678901;SLGE;50;12.90;01/10/2026;C;A
20445678901;RBLX;10;47.50;01/15/2026;C;A
20445678901;WMT;5;152.50;01/20/2026;C;A
27556789012;BABA;1;102.50;01/25/2026;C;A
27556789012;KO;1;62.50;02/01/2026;C;A
27556789012;DUK;1;92.50;02/05/2026;C;A
27556789012;MMM;1;147.50;02/10/2026;C;A
27556789012;XOM;1;82.50;02/15/2026;C;A
20667890123;GOOGL;1;2530.00;02/20/2026;C;A
20667890123;APPL;1;178.00;02/25/2026;C;A
20667890123;TSLA;1;880.00;03/01/2026;C;A
20667890123;MSFT;1;308.00;03/05/2026;C;A
20667890123;AMZN;1;3230.00;03/10/2026;C;A
27778901234;NVDA;5;273.00;03/15/2026;C;A
27778901234;JPM;10;143.00;03/20/2026;C;A
27778901234;VZ;20;54.00;03/25/2026;C;A
27778901234;NFLX;5;353.00;04/01/2026;C;A
27778901234;ADBE;5;453.00;04/05/2026;C;A
27778901234;CCLA;10;68.00;04/10/2026;C;A
27778901234;PPSI;5;173.00;04/15/2026;C;A
27778901234;SLGE;50;13.00;04/20/2026;C;A
27778901234;RBLX;10;48.00;04/25/2026;C;A
27778901234;WMT;5;153.00;05/01/2026;C;A
20889012345;BABA;1;103.00;05/05/2026;C;A
20889012345;KO;1;63.00;05/10/2026;C;A
20889012345;DUK;1;93.00;05/15/2026;C;A
20889012345;MMM;1;148.00;05/20/2026;C;A
20889012345;XOM;1;83.00;05/25/2026;C;A
27990123456;GOOGL;5;2535.00;06/01/2026;C;A
27990123456;APPL;5;178.50;06/05/2026;C;A
27990123456;TSLA;1;885.00;06/10/2026;C;A
27990123456;MSFT;5;308.50;06/15/2026;C;A
27990123456;AMZN;1;3235.00;06/20/2026;C;A
27990123456;NVDA;5;273.50;06/25/2026;C;A
27990123456;JPM;5;143.50;07/01/2026;C;A
27990123456;VZ;10;54.50;07/05/2026;C;A
27990123456;NFLX;5;353.50;07/10/2026;C;A
27990123456;ADBE;5;453.50;07/15/2026;C;A
20001234567;CCLA;1;68.50;07/20/2026;C;A
20001234567;PPSI;1;173.50;07/25/2026;C;A
20001234567;SLGE;1;13.10;08/01/2026;C;A
20001234567;RBLX;1;48.50;08/05/2026;C;A
20001234567;WMT;1;153.50;08/10/2026;C;A
